TimeSliceSorted,Region,Average PV (ore/kWh),Period
01_SP_09,NO5,99.9523555493221,2040
01_SP_09,NO5,79.5996021006329,2045
01_SP_09,NO5,55.4290150875597,2050
01_SP_10,NO1,83.3595891188198,2030
01_SP_10,NO1,80.5157539786905,2035
01_SP_10,NO1,88.642286832462,2040
01_SP_10,NO1,68.4005446885795,2045
01_SP_10,NO1,45.8346089602651,2050
01_SP_10,NO2,78.1447191109244,2030
01_SP_10,NO2,76.1780985453162,2035
01_SP_10,NO2,73.2763690045836,2040
01_SP_10,NO2,61.1728732819373,2045
01_SP_10,NO2,44.9179167810598,2050
01_SP_10,NO3,61.1577061072296,2030
01_SP_10,NO3,75.4734162655127,2035
01_SP_10,NO3,114.456040659335,2040
01_SP_10,NO3,117.734177035367,2045
01_SP_10,NO3,84.7285108015795,2050
01_SP_10,NO4,58.8169843483836,2030
01_SP_10,NO4,53.225665216246604,2035
01_SP_10,NO4,55.944613976412995,2040
01_SP_10,NO4,59.855508597262805,2045
01_SP_10,NO4,62.914720085915405,2050
01_SP_10,NO5,85.2688192946593,2030
01_SP_10,NO5,82.1589326313169,2035
01_SP_10,NO5,90.45131309434899,2040
01_SP_10,NO5,69.7964741720199,2045
01_SP_10,NO5,44.6237846061003,2050
01_SP_11,NO1,77.815394827155,2030
01_SP_11,NO1,70.703358482638,2035
01_SP_11,NO1,80.34647832376609,2040
01_SP_11,NO1,61.229504848988995,2045
01_SP_11,NO1,32.856586552923304,2050
01_SP_11,NO2,72.71140870509291,2030
01_SP_11,NO2,66.5619509591848,2035
01_SP_11,NO2,65.1464766660616,2040
01_SP_11,NO2,50.8064284772428,2045
01_SP_11,NO2,32.1994548218648,2050
01_SP_11,NO3,59.49903624223769,2030
01_SP_11,NO3,64.8276935563915,2035
01_SP_11,NO3,114.456040659335,2040
01_SP_11,NO3,117.734177035367,2045
01_SP_11,NO3,84.7285108015795,2050
01_SP_11,NO4,58.309055517393006,2030
01_SP_11,NO4,42.7928569613073,2035
01_SP_11,NO4,55.944613976412995,2040
01_SP_11,NO4,59.855508597262805,2045
01_SP_11,NO4,62.914720085915405,2050
01_SP_11,NO5,79.6114781807157,2030
01_SP_11,NO5,72.1462841659572,2035
01_SP_11,NO5,81.9862023711899,2040
01_SP_11,NO5,62.4790865806011,2045
01_SP_11,NO5,35.4626568219399,2050
01_SP_12,NO1,70.73345325504219,2030
01_SP_12,NO1,67.4291544093499,2035
01_SP_12,NO1,77.878887057668,2040
01_SP_12,NO1,58.8185584847735,2045
01_SP_12,NO1,30.9123069332248,2050
01_SP_12,NO2,65.77110596442239,2030
01_SP_12,NO2,63.3532309673624,2035
01_SP_12,NO2,62.7282372252854,2040
01_SP_12,NO2,48.7199086194896,2045
01_SP_12,NO2,30.294060794560302,2050
01_SP_12,NO3,52.417094670124904,2030
01_SP_12,NO3,61.553489483102396,2035
01_SP_12,NO3,114.456040659335,2040
01_SP_12,NO3,117.734177035367,2045
01_SP_12,NO3,84.7285108015795,2050
01_SP_12,NO4,51.368752776722395,2030
01_SP_12,NO4,39.584136969484504,2035
01_SP_12,NO4,55.944613976412995,2040
01_SP_12,NO4,59.855508597262805,2045
01_SP_12,NO4,62.914720085915405,2050
01_SP_12,NO5,72.38500718876391,2030
01_SP_12,NO5,68.8052596013775,2035
01_SP_12,NO5,79.4682520996612,2040
01_SP_12,NO5,60.0189372293607,2045
01_SP_12,NO5,34.0280130851972,2050
01_SP_13,NO1,66.46251557094459,2030
01_SP_13,NO1,65.59167434907991,2035
01_SP_13,NO1,76.76164779160901,2040
01_SP_13,NO1,56.970887316049,2045
01_SP_13,NO1,30.9123069332248,2050
01_SP_13,NO2,61.5855870340068,2030
01_SP_13,NO2,61.552500508297804,2035
01_SP_13,NO2,61.633342744547704,2040
01_SP_13,NO2,48.2964279978806,2045
01_SP_13,NO2,30.009982280903802,2050
01_SP_13,NO3,48.1461569860273,2030
01_SP_13,NO3,59.7160094228323,2035
01_SP_13,NO3,114.456040659335,2040
01_SP_13,NO3,117.734177035367,2045
01_SP_13,NO3,84.7285108015795,2050
01_SP_13,NO4,47.183233846306806,2030
01_SP_13,NO4,37.7834065104199,2035
01_SP_13,NO4,55.944613976412995,2040
01_SP_13,NO4,59.855508597262805,2045
01_SP_13,NO4,62.914720085915405,2050
01_SP_13,NO5,68.02690751111331,2030
01_SP_13,NO5,66.93027994804069,2035
01_SP_13,NO5,78.3282120322541,2040
01_SP_13,NO5,58.1335584857643,2045
01_SP_13,NO5,33.585717740388205,2050
01_SP_14,NO1,66.46251557094459,2030
01_SP_14,NO1,65.0738738082819,2035
01_SP_14,NO1,76.1436343502598,2040
01_SP_14,NO1,56.3129177106307,2045
01_SP_14,NO1,43.6113149969236,2050
01_SP_14,NO2,61.5855870340067,2030
01_SP_14,NO2,61.0450559783157,2035
01_SP_14,NO2,61.027689572025494,2040
01_SP_14,NO2,53.0046904991258,2045
01_SP_14,NO2,30.009982280903802,2050
01_SP_14,NO3,48.1461569860273,2030
01_SP_14,NO3,59.19820888203439,2035
01_SP_14,NO3,114.456040659335,2040
01_SP_14,NO3,117.734177035367,2045
01_SP_14,NO3,84.7285108015795,2050
01_SP_14,NO4,47.183233846306806,2030
01_SP_14,NO4,37.2759619804379,2035
01_SP_14,NO4,55.944613976412995,2040
01_SP_14,NO4,59.855508597262805,2045
01_SP_14,NO4,62.914720085915405,2050
01_SP_14,NO5,68.0269075111132,2030
01_SP_14,NO5,66.4019120492673,2035
01_SP_14,NO5,77.69758607169369,2040
01_SP_14,NO5,57.462160929214996,2045
01_SP_14,NO5,33.4877729788725,2050
01_SP_15,NO1,66.4625155709445,2030
01_SP_15,NO1,65.8545667155291,2035
01_SP_15,NO1,98.99217588865619,2040
01_SP_15,NO1,59.014322205401,2045
01_SP_15,NO1,45.0530878087789,2050
01_SP_15,NO2,61.5855870340067,2030
01_SP_15,NO2,61.810135027418006,2035
01_SP_15,NO2,83.4192602796539,2040
01_SP_15,NO2,55.6520669040007,2045
01_SP_15,NO2,41.6401980671535,2050
01_SP_15,NO3,48.1461569860273,2030
01_SP_15,NO3,59.9789017892816,2035
01_SP_15,NO3,114.456040659335,2040
01_SP_15,NO3,117.734177035367,2045
01_SP_15,NO3,84.7285108015795,2050
01_SP_15,NO4,47.1832338463067,2030
01_SP_15,NO4,38.0410410295401,2035
01_SP_15,NO4,55.944613976412995,2040
01_SP_15,NO4,59.855508597262805,2045
01_SP_15,NO4,62.914720085915405,2050
01_SP_15,NO5,68.0269075111132,2030
01_SP_15,NO5,67.19853746482559,2035
01_SP_15,NO5,101.01242437618001,2040
01_SP_15,NO5,60.2186961279602,2045
01_SP_15,NO5,33.4914612769615,2050
01_SP_16,NO1,67.0381167414816,2030
01_SP_16,NO1,81.3490811917605,2035
01_SP_16,NO1,98.99217588865619,2040
01_SP_16,NO1,61.7407317570901,2045
01_SP_16,NO1,48.0449545616613,2050
