TimeSliceSorted,Sum of PV,Process,Region
02_SU_09,1.66642956166876e-7,EE-WIND_OFF,O_Vestavind2
02_SU_09,56.1178986357973,EE-WIND_OFF_S6,O_Sorvest
02_SU_10,1.68308053650558e-7,EE-WIND_OFF,O_Vestavind2
02_SU_10,56.6908300616601,EE-WIND_OFF_S6,O_Sorvest
02_SU_11,1.58761494744116e-7,EE-WIND_OFF,O_Vestavind2
02_SU_11,55.405406990814,EE-WIND_OFF_S6,O_Sorvest
02_SU_12,1.57917845352383e-7,EE-WIND_OFF,O_Vestavind2
02_SU_12,56.15462500925,EE-WIND_OFF_S6,O_Sorvest
02_SU_13,1.58139858350208e-7,EE-WIND_OFF,O_Vestavind2
02_SU_13,56.9552599505199,EE-WIND_OFF_S6,O_Sorvest
02_SU_14,1.60315585728885e-7,EE-WIND_OFF,O_Vestavind2
02_SU_14,57.8073118146236,EE-WIND_OFF_S6,O_Sorvest
02_SU_15,1.63690183295814e-7,EE-WIND_OFF,O_Vestavind2
02_SU_15,58.5124581849164,EE-WIND_OFF_S6,O_Sorvest
02_SU_16,1.67930631554257e-7,EE-WIND_OFF,O_Vestavind2
02_SU_16,59.0633537867076,EE-WIND_OFF_S6,O_Sorvest
02_SU_17,1.70772397926407e-7,EE-WIND_OFF,O_Vestavind2
02_SU_17,59.3645100490201,EE-WIND_OFF_S6,O_Sorvest
02_SU_18,1.71838060315963e-7,EE-WIND_OFF,O_Vestavind2
02_SU_18,59.3351289502579,EE-WIND_OFF_S6,O_Sorvest
02_SU_19,1.71283027821403e-7,EE-WIND_OFF,O_Vestavind2
02_SU_19,58.9017577435155,EE-WIND_OFF_S6,O_Sorvest
02_SU_20,1.70017553733805e-7,EE-WIND_OFF,O_Vestavind2
02_SU_20,58.3214810429621,EE-WIND_OFF_S6,O_Sorvest
02_SU_21,1.68929690044466e-7,EE-WIND_OFF,O_Vestavind2
02_SU_21,57.7558948917898,EE-WIND_OFF_S6,O_Sorvest
02_SU_22,1.68885287444901e-7,EE-WIND_OFF,O_Vestavind2
02_SU_22,57.4473933547867,EE-WIND_OFF_S6,O_Sorvest
02_SU_23,1.6841906014947e-7,EE-WIND_OFF,O_Vestavind2
02_SU_23,58.1819208238417,EE-WIND_OFF_S6,O_Sorvest
02_SU_24,1.67131384762089e-7,EE-WIND_OFF,O_Vestavind2
02_SU_24,58.079086978174,EE-WIND_OFF_S6,O_Sorvest
03_FA_01,2.59288980158932e-7,EE-WIND_OFF,O_Vestavind2
03_FA_01,83.7948936697874,EE-WIND_OFF_S6,O_Sorvest
03_FA_02,2.5991061655284e-7,EE-WIND_OFF,O_Vestavind2
03_FA_02,83.1705453210906,EE-WIND_OFF_S6,O_Sorvest
03_FA_03,2.60931876342832e-7,EE-WIND_OFF,O_Vestavind2
03_FA_03,82.7959363118727,EE-WIND_OFF_S6,O_Sorvest
03_FA_04,2.61398103638263e-7,EE-WIND_OFF,O_Vestavind2
03_FA_04,82.6710666421333,EE-WIND_OFF_S6,O_Sorvest
03_FA_05,2.60709863345008e-7,EE-WIND_OFF,O_Vestavind2
03_FA_05,82.9575323550647,EE-WIND_OFF_S6,O_Sorvest
03_FA_06,2.60243636049577e-7,EE-WIND_OFF,O_Vestavind2
03_FA_06,83.5010826821654,EE-WIND_OFF_S6,O_Sorvest
03_FA_07,2.60132629550665e-7,EE-WIND_OFF,O_Vestavind2
03_FA_07,84.0666688333377,EE-WIND_OFF_S6,O_Sorvest
03_FA_08,2.61020681541962e-7,EE-WIND_OFF,O_Vestavind2
03_FA_08,84.5220758641517,EE-WIND_OFF_S6,O_Sorvest
03_FA_09,2.62463766027819e-7,EE-WIND_OFF,O_Vestavind2
03_FA_09,85.0656261912524,EE-WIND_OFF_S6,O_Sorvest
03_FA_10,2.64328675209543e-7,EE-WIND_OFF,O_Vestavind2
03_FA_10,85.5210332220665,EE-WIND_OFF_S6,O_Sorvest
03_FA_11,2.56003187791134e-7,EE-WIND_OFF,O_Vestavind2
03_FA_11,84.566147512295,EE-WIND_OFF_S6,O_Sorvest
03_FA_12,2.5624740208874e-7,EE-WIND_OFF,O_Vestavind2
03_FA_12,84.7350888301777,EE-WIND_OFF_S6,O_Sorvest
03_FA_13,2.55936583891786e-7,EE-WIND_OFF,O_Vestavind2
03_FA_13,84.6983624567249,EE-WIND_OFF_S6,O_Sorvest
03_FA_14,2.5560356439505e-7,EE-WIND_OFF,O_Vestavind2
03_FA_14,84.566147512295,EE-WIND_OFF_S6,O_Sorvest
03_FA_15,2.56003187791134e-7,EE-WIND_OFF,O_Vestavind2
03_FA_15,84.338443996888,EE-WIND_OFF_S6,O_Sorvest
03_FA_16,2.57046648880908e-7,EE-WIND_OFF,O_Vestavind2
03_FA_16,84.338443996888,EE-WIND_OFF_S6,O_Sorvest
03_FA_17,2.58201116469594e-7,EE-WIND_OFF,O_Vestavind2
03_FA_17,84.5073853147706,EE-WIND_OFF_S6,O_Sorvest
03_FA_18,2.59244577559368e-7,EE-WIND_OFF,O_Vestavind2
03_FA_18,84.7424341048682,EE-WIND_OFF_S6,O_Sorvest
03_FA_19,2.59644200955451e-7,EE-WIND_OFF,O_Vestavind2
03_FA_19,84.8379226758453,EE-WIND_OFF_S6,O_Sorvest
03_FA_20,2.60843071143702e-7,EE-WIND_OFF,O_Vestavind2
03_FA_20,84.9921734443469,EE-WIND_OFF_S6,O_Sorvest
03_FA_21,2.61686720535434e-7,EE-WIND_OFF,O_Vestavind2
03_FA_21,85.006863993728,EE-WIND_OFF_S6,O_Sorvest
03_FA_22,2.62508168627384e-7,EE-WIND_OFF,O_Vestavind2
03_FA_22,85.0582809165618,EE-WIND_OFF_S6,O_Sorvest
03_FA_23,2.60354642548489e-7,EE-WIND_OFF,O_Vestavind2
03_FA_23,84.7424341048682,EE-WIND_OFF_S6,O_Sorvest
03_FA_24,2.60443447747619e-7,EE-WIND_OFF,O_Vestavind2
03_FA_24,84.2356101512203,EE-WIND_OFF_S6,O_Sorvest
04_WI_01,2.84043429416335e-7,EE-WIND_OFF,O_Vestavind2
04_WI_01,91.8673505547011,EE-WIND_OFF_S6,O_Sorvest
04_WI_02,2.84842676208503e-7,EE-WIND_OFF,O_Vestavind2
04_WI_02,91.5000868201736,EE-WIND_OFF_S6,O_Sorvest
04_WI_03,2.86596578891314e-7,EE-WIND_OFF,O_Vestavind2
04_WI_03,91.2576927553855,EE-WIND_OFF_S6,O_Sorvest
04_WI_04,2.87240416585005e-7,EE-WIND_OFF,O_Vestavind2
04_WI_04,91.250347480695,EE-WIND_OFF_S6,O_Sorvest
04_WI_05,2.86729786690009e-7,EE-WIND_OFF,O_Vestavind2
04_WI_05,91.3091096782194,EE-WIND_OFF_S6,O_Sorvest
04_WI_06,2.86330163293925e-7,EE-WIND_OFF,O_Vestavind2
04_WI_06,91.5147773695547,EE-WIND_OFF_S6,O_Sorvest
04_WI_07,2.86951799687833e-7,EE-WIND_OFF,O_Vestavind2
04_WI_07,91.6323017646035,EE-WIND_OFF_S6,O_Sorvest
04_WI_08,2.87728845180218e-7,EE-WIND_OFF,O_Vestavind2
04_WI_08,91.705754511509,EE-WIND_OFF_S6,O_Sorvest
04_WI_09,2.88106267276519e-7,EE-WIND_OFF,O_Vestavind2
04_WI_09,91.7645167090334,EE-WIND_OFF_S6,O_Sorvest
04_WI_10,2.89238533565423e-7,EE-WIND_OFF,O_Vestavind2
04_WI_10,92.065672971346,EE-WIND_OFF_S6,O_Sorvest
04_WI_11,2.8555311780154e-7,EE-WIND_OFF,O_Vestavind2
04_WI_11,91.85266000532,EE-WIND_OFF_S6,O_Sorvest
04_WI_12,2.84598461910896e-7,EE-WIND_OFF,O_Vestavind2
04_WI_12,91.9628391256783,EE-WIND_OFF_S6,O_Sorvest
04_WI_13,2.82977767026779e-7,EE-WIND_OFF,O_Vestavind2
04_WI_13,91.999565499131,EE-WIND_OFF_S6,O_Sorvest
04_WI_14,2.82378331932654e-7,EE-WIND_OFF,O_Vestavind2
04_WI_14,91.8159336318673,EE-WIND_OFF_S6,O_Sorvest
04_WI_15,2.81934305937005e-7,EE-WIND_OFF,O_Vestavind2
04_WI_15,91.7351356102712,EE-WIND_OFF_S6,O_Sorvest
04_WI_16,2.81912104637223e-7,EE-WIND_OFF,O_Vestavind2
04_WI_16,91.6763734127468,EE-WIND_OFF_S6,O_Sorvest
04_WI_17,2.82400533232436e-7,EE-WIND_OFF,O_Vestavind2
04_WI_17,91.771861983724,EE-WIND_OFF_S6,O_Sorvest
04_WI_18,2.82045312435917e-7,EE-WIND_OFF,O_Vestavind2
04_WI_18,92.0216013232027,EE-WIND_OFF_S6,O_Sorvest
04_WI_19,2.82977767026779e-7,EE-WIND_OFF,O_Vestavind2
04_WI_19,92.4035556071112,EE-WIND_OFF_S6,O_Sorvest
04_WI_20,2.84198838514812e-7,EE-WIND_OFF,O_Vestavind2
04_WI_20,92.7340929681859,EE-WIND_OFF_S6,O_Sorvest
04_WI_21,2.85419910002846e-7,EE-WIND_OFF,O_Vestavind2
04_WI_21,92.9838323076646,EE-WIND_OFF_S6,O_Sorvest
04_WI_22,2.8792865687826e-7,EE-WIND_OFF,O_Vestavind2
04_WI_22,93.0205586811174,EE-WIND_OFF_S6,O_Sorvest
04_WI_23,2.84776072309155e-7,EE-WIND_OFF,O_Vestavind2
04_WI_23,92.3227575855152,EE-WIND_OFF_S6,O_Sorvest
04_WI_24,2.84154435915248e-7,EE-WIND_OFF,O_Vestavind2
04_WI_24,92.2346142892286,EE-WIND_OFF_S6,O_Sorvest
