TimeSliceSorted,Region,Average PV (ore/kWh),Period
01_SP_20,NO5,62.7966460523033,2030
01_SP_20,NO5,87.3760989870586,2035
01_SP_20,NO5,93.2741512931487,2040
01_SP_20,NO5,95.1133024338112,2045
01_SP_20,NO5,88.0803046466728,2050
01_SP_21,NO1,63.7760634132023,2030
01_SP_21,NO1,89.1592846792433,2035
01_SP_21,NO1,95.1777053542408,2040
01_SP_21,NO1,97.0543901706975,2045
01_SP_21,NO1,89.877861867097,2050
01_SP_21,NO2,62.5005421682941,2030
01_SP_21,NO2,87.43197708313299,2035
01_SP_21,NO2,94.7039691980748,2040
01_SP_21,NO2,95.2748058451251,2045
01_SP_21,NO2,88.0803047074532,2050
01_SP_21,NO3,61.5407130661216,2030
01_SP_21,NO3,84.9728882663523,2035
01_SP_21,NO3,91.732869388241,2040
01_SP_21,NO3,95.98409514084611,2045
01_SP_21,NO3,90.5657955881643,2050
01_SP_21,NO4,60.309898812901395,2030
01_SP_21,NO4,83.2734305640906,2035
01_SP_21,NO4,91.7328692022739,2040
01_SP_21,NO4,95.9840950712167,2045
01_SP_21,NO4,92.051101979859,2050
01_SP_21,NO5,62.7966460522279,2030
01_SP_21,NO5,87.37609898462361,2035
01_SP_21,NO5,93.2741512437527,2040
01_SP_21,NO5,95.11330234878349,2045
01_SP_21,NO5,88.0803046156615,2050
01_SP_22,NO1,63.77606340702751,2030
01_SP_22,NO1,89.15928464564,2035
01_SP_22,NO1,95.1777053008594,2040
01_SP_22,NO1,97.0543901323315,2045
01_SP_22,NO1,89.790276943639,2050
01_SP_22,NO2,62.5005421671916,2030
01_SP_22,NO2,87.4319770823794,2035
01_SP_22,NO2,94.7039691959132,2040
01_SP_22,NO2,95.27480584498001,2045
01_SP_22,NO2,88.0803047068479,2050
01_SP_22,NO3,61.540713065531996,2030
01_SP_22,NO3,84.231103972042,2035
01_SP_22,NO3,91.4086681804892,2040
01_SP_22,NO3,95.2029341907904,2045
01_SP_22,NO3,88.1763394383396,2050
01_SP_22,NO4,60.3098988127943,2030
01_SP_22,NO4,82.54648197437601,2035
01_SP_22,NO4,91.1520573160266,2040
01_SP_22,NO4,95.2029341181405,2045
01_SP_22,NO4,88.17633939455,2050
01_SP_22,NO5,62.796646052141895,2030
01_SP_22,NO5,87.37609897578929,2035
01_SP_22,NO5,93.27415119566601,2040
01_SP_22,NO5,95.1133023169043,2045
01_SP_22,NO5,87.9944713806385,2050
01_SP_23,NO1,63.7760634018422,2030
01_SP_23,NO1,89.15928464076009,2035
01_SP_23,NO1,95.17770527725591,2040
01_SP_23,NO1,97.054390101689,2045
01_SP_23,NO1,89.7902768737177,2050
01_SP_23,NO2,62.500542166801594,2030
01_SP_23,NO2,87.43197708234631,2035
01_SP_23,NO2,94.7039691946778,2040
01_SP_23,NO2,95.2748058449236,2045
01_SP_23,NO2,88.08030470677281,2050
01_SP_23,NO3,61.540713065019396,2030
01_SP_23,NO3,83.993890037788,2035
01_SP_23,NO3,91.4086681553395,2040
01_SP_23,NO3,95.0174938203714,2045
01_SP_23,NO3,87.332315239562,2050
01_SP_23,NO4,60.3098988126995,2030
01_SP_23,NO4,82.314012277845,2035
01_SP_23,NO4,90.7227053496764,2040
01_SP_23,NO4,95.0174936673834,2045
01_SP_23,NO4,87.33231505571119,2050
