TimeSliceSorted,Sum of PV,Process,Region
01_SP_04,4.92527565691263e-10,EE-WIND_OFF_S2,O_Sorvest
01_SP_04,6.27576254632164e-10,EE-WIND_OFF_S3,O_Sorvest
01_SP_04,3.32688312288849e-10,EE-WIND_OFF_S4,O_Sorvest
01_SP_04,6.87063177985191e-10,EE-WIND_OFF_S5,O_Sorvest
01_SP_04,72.0130730661461,EE-WIND_OFF_S6,O_Sorvest
01_SP_04,1.05403188810879e-10,EE-WIND_OFF_S7,O_Sorvest
01_SP_05,4.50771825983714e-7,EE-WIND_OFF,O_Nordavind
01_SP_05,1.32724582388166e-7,EE-WIND_OFF,O_Nordvest
01_SP_05,4.00868927850642e-7,EE-WIND_OFF,O_Vestavind1
01_SP_05,2.27913479737889e-7,EE-WIND_OFF,O_Vestavind2
01_SP_05,4.10167873700223e-10,EE-WIND_OFF_S1,O_Sorvest
01_SP_05,4.92326616052058e-10,EE-WIND_OFF_S2,O_Sorvest
01_SP_05,6.27320205568667e-10,EE-WIND_OFF_S3,O_Sorvest
01_SP_05,3.32552576543321e-10,EE-WIND_OFF_S4,O_Sorvest
01_SP_05,6.86782858451129e-10,EE-WIND_OFF_S5,O_Sorvest
01_SP_05,71.9836919673839,EE-WIND_OFF_S6,O_Sorvest
01_SP_05,1.05360184653877e-10,EE-WIND_OFF_S7,O_Sorvest
01_SP_06,4.49757050275656e-7,EE-WIND_OFF,O_Nordavind
01_SP_06,1.32949494459597e-7,EE-WIND_OFF,O_Nordvest
01_SP_06,3.9838966144094e-7,EE-WIND_OFF,O_Vestavind1
01_SP_06,2.25807027711061e-7,EE-WIND_OFF,O_Vestavind2
01_SP_06,4.0974933505359e-10,EE-WIND_OFF_S1,O_Sorvest
01_SP_06,4.91824241954045e-10,EE-WIND_OFF_S2,O_Sorvest
01_SP_06,6.26680082909923e-10,EE-WIND_OFF_S3,O_Sorvest
01_SP_06,3.32213237179502e-10,EE-WIND_OFF_S4,O_Sorvest
01_SP_06,6.86082059615975e-10,EE-WIND_OFF_S5,O_Sorvest
01_SP_06,71.9102392204784,EE-WIND_OFF_S6,O_Sorvest
01_SP_06,1.05252674261373e-10,EE-WIND_OFF_S7,O_Sorvest
01_SP_07,4.49376509385134e-7,EE-WIND_OFF,O_Nordavind
01_SP_07,1.32751042631864e-7,EE-WIND_OFF,O_Nordvest
01_SP_07,3.95991682454507e-7,EE-WIND_OFF,O_Vestavind1
01_SP_07,2.23770019157645e-7,EE-WIND_OFF,O_Vestavind2
01_SP_07,4.10335289158876e-10,EE-WIND_OFF_S1,O_Sorvest
01_SP_07,4.92527565691263e-10,EE-WIND_OFF_S2,O_Sorvest
01_SP_07,6.27576254632164e-10,EE-WIND_OFF_S3,O_Sorvest
01_SP_07,3.32688312288849e-10,EE-WIND_OFF_S4,O_Sorvest
01_SP_07,6.87063177985191e-10,EE-WIND_OFF_S5,O_Sorvest
01_SP_07,72.0130730661461,EE-WIND_OFF_S6,O_Sorvest
01_SP_07,1.05403188810879e-10,EE-WIND_OFF_S7,O_Sorvest
01_SP_08,4.4865770992526e-7,EE-WIND_OFF,O_Nordavind
01_SP_08,1.32274758245303e-7,EE-WIND_OFF,O_Nordvest
01_SP_08,3.93349841198268e-7,EE-WIND_OFF,O_Vestavind1
01_SP_08,2.22566332285172e-7,EE-WIND_OFF,O_Vestavind2
01_SP_08,4.11130512587479e-10,EE-WIND_OFF_S1,O_Sorvest
01_SP_08,4.93482076477486e-10,EE-WIND_OFF_S2,O_Sorvest
01_SP_08,6.28792487683777e-10,EE-WIND_OFF_S3,O_Sorvest
01_SP_08,3.33333057080107e-10,EE-WIND_OFF_S4,O_Sorvest
01_SP_08,6.88394695771984e-10,EE-WIND_OFF_S5,O_Sorvest
01_SP_08,72.1526332852666,EE-WIND_OFF_S6,O_Sorvest
01_SP_08,1.05607458556636e-10,EE-WIND_OFF_S7,O_Sorvest
01_SP_09,4.47896628144216e-7,EE-WIND_OFF,O_Nordavind
01_SP_09,1.32420289585641e-7,EE-WIND_OFF,O_Nordvest
01_SP_09,3.91724092732889e-7,EE-WIND_OFF,O_Vestavind1
01_SP_09,2.21895045375524e-7,EE-WIND_OFF,O_Vestavind2
01_SP_09,4.12051297610071e-10,EE-WIND_OFF_S1,O_Sorvest
01_SP_09,4.94587299493113e-10,EE-WIND_OFF_S2,O_Sorvest
01_SP_09,6.30200757533013e-10,EE-WIND_OFF_S3,O_Sorvest
01_SP_09,3.3407960368051e-10,EE-WIND_OFF_S4,O_Sorvest
01_SP_09,6.89936453209323e-10,EE-WIND_OFF_S5,O_Sorvest
01_SP_09,72.3142293284587,EE-WIND_OFF_S6,O_Sorvest
01_SP_09,1.05843981420145e-10,EE-WIND_OFF_S7,O_Sorvest
01_SP_10,4.46501311545636e-7,EE-WIND_OFF,O_Nordavind
01_SP_10,1.32565820925979e-7,EE-WIND_OFF,O_Nordvest
01_SP_10,3.91439586751448e-7,EE-WIND_OFF,O_Vestavind1
01_SP_10,2.21501532359523e-7,EE-WIND_OFF,O_Vestavind2
01_SP_10,4.13013936497327e-10,EE-WIND_OFF_S1,O_Sorvest
01_SP_10,4.95742759918542e-10,EE-WIND_OFF_S2,O_Sorvest
01_SP_10,6.31673039648123e-10,EE-WIND_OFF_S3,O_Sorvest
01_SP_10,3.34860084217295e-10,EE-WIND_OFF_S4,O_Sorvest
01_SP_10,6.91548290530178e-10,EE-WIND_OFF_S5,O_Sorvest
01_SP_10,72.4831706463413,EE-WIND_OFF_S6,O_Sorvest
01_SP_10,1.06091255322904e-10,EE-WIND_OFF_S7,O_Sorvest
01_SP_11,4.51279213837743e-7,EE-WIND_OFF,O_Nordavind
01_SP_11,1.34021134329358e-7,EE-WIND_OFF,O_Nordvest
01_SP_11,3.85302386294645e-7,EE-WIND_OFF,O_Vestavind1
01_SP_11,2.13608124215036e-7,EE-WIND_OFF,O_Vestavind2
01_SP_11,4.096237734596e-10,EE-WIND_OFF_S1,O_Sorvest
01_SP_11,4.91673529724642e-10,EE-WIND_OFF_S2,O_Sorvest
01_SP_11,6.264880461123e-10,EE-WIND_OFF_S3,O_Sorvest
01_SP_11,3.32111435370356e-10,EE-WIND_OFF_S4,O_Sorvest
01_SP_11,6.85871819965429e-10,EE-WIND_OFF_S5,O_Sorvest
01_SP_11,71.8882033964068,EE-WIND_OFF_S6,O_Sorvest
01_SP_11,1.05220421143622e-10,EE-WIND_OFF_S7,O_Sorvest
01_SP_12,4.51321496158912e-7,EE-WIND_OFF,O_Nordavind
01_SP_12,1.33333167993215e-7,EE-WIND_OFF,O_Nordvest
01_SP_12,3.82254107922061e-7,EE-WIND_OFF,O_Vestavind1
01_SP_12,2.12774802534093e-7,EE-WIND_OFF,O_Vestavind2
01_SP_12,4.10502704617529e-10,EE-WIND_OFF_S1,O_Sorvest
01_SP_12,4.92728515330468e-10,EE-WIND_OFF_S2,O_Sorvest
01_SP_12,6.27832303695662e-10,EE-WIND_OFF_S3,O_Sorvest
01_SP_12,3.32824048034377e-10,EE-WIND_OFF_S4,O_Sorvest
01_SP_12,6.87343497519252e-10,EE-WIND_OFF_S5,O_Sorvest
01_SP_12,72.0424541649083,EE-WIND_OFF_S6,O_Sorvest
01_SP_12,1.0544619296788e-10,EE-WIND_OFF_S7,O_Sorvest
01_SP_13,4.49799332596825e-7,EE-WIND_OFF,O_Nordavind
01_SP_13,1.31758783493196e-7,EE-WIND_OFF,O_Nordvest
01_SP_13,3.80872221726489e-7,EE-WIND_OFF,O_Vestavind1
01_SP_13,2.13191463374564e-7,EE-WIND_OFF,O_Vestavind2
01_SP_13,4.11130512587479e-10,EE-WIND_OFF_S1,O_Sorvest
01_SP_13,4.93482076477486e-10,EE-WIND_OFF_S2,O_Sorvest
01_SP_13,6.28792487683777e-10,EE-WIND_OFF_S3,O_Sorvest
01_SP_13,3.33333057080107e-10,EE-WIND_OFF_S4,O_Sorvest
01_SP_13,6.88394695771984e-10,EE-WIND_OFF_S5,O_Sorvest
01_SP_13,72.1526332852666,EE-WIND_OFF_S6,O_Sorvest
01_SP_13,1.05607458556636e-10,EE-WIND_OFF_S7,O_Sorvest
01_SP_14,4.47135546363172e-7,EE-WIND_OFF,O_Nordavind
01_SP_14,1.30462231552004e-7,EE-WIND_OFF,O_Nordvest
01_SP_14,3.82091533075523e-7,EE-WIND_OFF,O_Vestavind1
01_SP_14,2.14834958911979e-7,EE-WIND_OFF,O_Vestavind2
01_SP_14,4.11967589880744e-10,EE-WIND_OFF_S1,O_Sorvest
01_SP_14,4.94486824673511e-10,EE-WIND_OFF_S2,O_Sorvest
01_SP_14,6.30072733001264e-10,EE-WIND_OFF_S3,O_Sorvest
01_SP_14,3.34011735807746e-10,EE-WIND_OFF_S4,O_Sorvest
01_SP_14,6.89796293442292e-10,EE-WIND_OFF_S5,O_Sorvest
01_SP_14,72.2995387790776,EE-WIND_OFF_S6,O_Sorvest
01_SP_14,1.05822479341644e-10,EE-WIND_OFF_S7,O_Sorvest
01_SP_15,4.45232841910563e-7,EE-WIND_OFF,O_Nordavind
01_SP_15,1.29628733875523e-7,EE-WIND_OFF,O_Nordvest
01_SP_15,3.86237191662238e-7,EE-WIND_OFF,O_Vestavind1
01_SP_15,2.17126593534572e-7,EE-WIND_OFF,O_Vestavind2
01_SP_15,4.13139498091316e-10,EE-WIND_OFF_S1,O_Sorvest
01_SP_15,4.95893472147945e-10,EE-WIND_OFF_S2,O_Sorvest
01_SP_15,6.31865076445746e-10,EE-WIND_OFF_S3,O_Sorvest
01_SP_15,3.34961886026441e-10,EE-WIND_OFF_S4,O_Sorvest
01_SP_15,6.91758530180724e-10,EE-WIND_OFF_S5,O_Sorvest
01_SP_15,72.5052064704129,EE-WIND_OFF_S6,O_Sorvest
01_SP_15,1.06123508440655e-10,EE-WIND_OFF_S7,O_Sorvest
01_SP_16,4.45655665122254e-7,EE-WIND_OFF,O_Nordavind
01_SP_16,1.29536123022581e-7,EE-WIND_OFF,O_Nordvest
01_SP_16,3.89326113746456e-7,EE-WIND_OFF,O_Vestavind1
01_SP_16,2.21084871519051e-7,EE-WIND_OFF,O_Vestavind2
01_SP_16,4.14646237219195e-10,EE-WIND_OFF_S1,O_Sorvest
01_SP_16,4.97702018900789e-10,EE-WIND_OFF_S2,O_Sorvest
01_SP_16,6.34169518017223e-10,EE-WIND_OFF_S3,O_Sorvest
01_SP_16,3.36183507736192e-10,EE-WIND_OFF_S4,O_Sorvest
01_SP_16,6.94281405987279e-10,EE-WIND_OFF_S5,O_Sorvest
01_SP_16,72.7696363592727,EE-WIND_OFF_S6,O_Sorvest
01_SP_16,1.0651054585367e-10,EE-WIND_OFF_S7,O_Sorvest
01_SP_17,4.47642934217201e-7,EE-WIND_OFF,O_Nordavind
01_SP_17,1.30078558018386e-7,EE-WIND_OFF,O_Nordvest
01_SP_17,3.92862116658654e-7,EE-WIND_OFF,O_Vestavind1
01_SP_17,2.24232975647058e-7,EE-WIND_OFF,O_Vestavind2
01_SP_17,4.16194830211736e-10,EE-WIND_OFF_S1,O_Sorvest
01_SP_17,4.99560803063435e-10,EE-WIND_OFF_S2,O_Sorvest
01_SP_17,6.36537971854574e-10,EE-WIND_OFF_S3,O_Sorvest
01_SP_17,3.37439063382325e-10,EE-WIND_OFF_S4,O_Sorvest
01_SP_17,6.9687436167735e-10,EE-WIND_OFF_S5,O_Sorvest
01_SP_17,73.041411522823,EE-WIND_OFF_S6,O_Sorvest
01_SP_17,1.06908334305934e-10,EE-WIND_OFF_S7,O_Sorvest
01_SP_18,4.48784556888767e-7,EE-WIND_OFF,O_Nordavind
01_SP_18,1.30740064110831e-7,EE-WIND_OFF,O_Nordvest
01_SP_18,3.95056877086915e-7,EE-WIND_OFF,O_Vestavind1
01_SP_18,2.25969062482356e-7,EE-WIND_OFF,O_Vestavind2
01_SP_18,4.162366840764e-10,EE-WIND_OFF_S1,O_Sorvest
01_SP_18,4.99611040473236e-10,EE-WIND_OFF_S2,O_Sorvest
01_SP_18,6.36601984120448e-10,EE-WIND_OFF_S3,O_Sorvest
01_SP_18,3.37472997318707e-10,EE-WIND_OFF_S4,O_Sorvest
01_SP_18,6.96944441560865e-10,EE-WIND_OFF_S5,O_Sorvest
01_SP_18,73.0487567975136,EE-WIND_OFF_S6,O_Sorvest
01_SP_18,1.06919085345185e-10,EE-WIND_OFF_S7,O_Sorvest
01_SP_19,4.49334227063965e-7,EE-WIND_OFF,O_Nordavind
01_SP_19,1.31666172640254e-7,EE-WIND_OFF,O_Nordvest
01_SP_19,3.98349017729306e-7,EE-WIND_OFF,O_Vestavind1
01_SP_19,2.26987566759064e-7,EE-WIND_OFF,O_Vestavind2
01_SP_19,4.16278537941063e-10,EE-WIND_OFF_S1,O_Sorvest
01_SP_19,4.99661277883037e-10,EE-WIND_OFF_S2,O_Sorvest
01_SP_19,6.36665996386322e-10,EE-WIND_OFF_S3,O_Sorvest
01_SP_19,3.37506931255089e-10,EE-WIND_OFF_S4,O_Sorvest
01_SP_19,6.97014521444381e-10,EE-WIND_OFF_S5,O_Sorvest
01_SP_19,73.0561020722042,EE-WIND_OFF_S6,O_Sorvest
01_SP_19,1.06929836384435e-10,EE-WIND_OFF_S7,O_Sorvest
01_SP_20,4.50814108304883e-7,EE-WIND_OFF,O_Nordavind
01_SP_20,1.32698122144468e-7,EE-WIND_OFF,O_Nordvest
01_SP_20,4.00462490734297e-7,EE-WIND_OFF,O_Vestavind1
01_SP_20,2.27682001493183e-7,EE-WIND_OFF,O_Vestavind2
01_SP_20,4.15943707023757e-10,EE-WIND_OFF_S1,O_Sorvest
01_SP_20,4.99259378604628e-10,EE-WIND_OFF_S2,O_Sorvest
01_SP_20,6.36153898259328e-10,EE-WIND_OFF_S3,O_Sorvest
01_SP_20,3.37235459764034e-10,EE-WIND_OFF_S4,O_Sorvest
01_SP_20,6.96453882376257e-10,EE-WIND_OFF_S5,O_Sorvest
01_SP_20,72.9973398746798,EE-WIND_OFF_S6,O_Sorvest
01_SP_20,1.06843828070432e-10,EE-WIND_OFF_S7,O_Sorvest
01_SP_21,4.51659754728265e-7,EE-WIND_OFF,O_Nordavind
01_SP_21,1.33862372867171e-7,EE-WIND_OFF,O_Nordvest
01_SP_21,4.02941757143999e-7,EE-WIND_OFF,O_Vestavind1
01_SP_21,2.27658853668712e-7,EE-WIND_OFF,O_Vestavind2
01_SP_21,4.15692583835777e-10,EE-WIND_OFF_S1,O_Sorvest
01_SP_21,4.9895795414582e-10,EE-WIND_OFF_S2,O_Sorvest
01_SP_21,6.35769824664081e-10,EE-WIND_OFF_S3,O_Sorvest
01_SP_21,3.37031856145742e-10,EE-WIND_OFF_S4,O_Sorvest
01_SP_21,6.96033403075165e-10,EE-WIND_OFF_S5,O_Sorvest
01_SP_21,72.9532682265365,EE-WIND_OFF_S6,O_Sorvest
01_SP_21,1.06779321834929e-10,EE-WIND_OFF_S7,O_Sorvest
01_SP_22,4.52293989545802e-7,EE-WIND_OFF,O_Nordavind
01_SP_22,1.34523878959616e-7,EE-WIND_OFF,O_Nordvest
01_SP_22,4.05705529535142e-7,EE-WIND_OFF,O_Vestavind1
01_SP_22,2.27867184088948e-7,EE-WIND_OFF,O_Vestavind2
01_SP_22,4.1560887610645e-10,EE-WIND_OFF_S1,O_Sorvest
01_SP_22,4.98857479326218e-10,EE-WIND_OFF_S2,O_Sorvest
01_SP_22,6.35641800132333e-10,EE-WIND_OFF_S3,O_Sorvest
01_SP_22,3.36963988272978e-10,EE-WIND_OFF_S4,O_Sorvest
01_SP_22,6.95893243308134e-10,EE-WIND_OFF_S5,O_Sorvest
01_SP_22,72.9385776771554,EE-WIND_OFF_S6,O_Sorvest
01_SP_22,1.06757819756429e-10,EE-WIND_OFF_S7,O_Sorvest
01_SP_23,4.5098323758956e-7,EE-WIND_OFF,O_Nordavind
01_SP_23,1.35727820047866e-7,EE-WIND_OFF,O_Nordvest
01_SP_23,4.05746173246777e-7,EE-WIND_OFF,O_Vestavind1
01_SP_23,2.2613109725365e-7,EE-WIND_OFF,O_Vestavind2
01_SP_23,4.17115615234329e-10,EE-WIND_OFF_S1,O_Sorvest
01_SP_23,5.00666026079062e-10,EE-WIND_OFF_S2,O_Sorvest
01_SP_23,6.37946241703809e-10,EE-WIND_OFF_S3,O_Sorvest
01_SP_23,3.38185609982729e-10,EE-WIND_OFF_S4,O_Sorvest
01_SP_23,6.98416119114689e-10,EE-WIND_OFF_S5,O_Sorvest
01_SP_23,73.2030075660151,EE-WIND_OFF_S6,O_Sorvest
01_SP_23,1.07144857169443e-10,EE-WIND_OFF_S7,O_Sorvest
01_SP_24,4.51321496158912e-7,EE-WIND_OFF,O_Nordavind
01_SP_24,1.36032112850391e-7,EE-WIND_OFF,O_Nordvest
01_SP_24,4.07209346865617e-7,EE-WIND_OFF,O_Vestavind1
01_SP_24,2.26316279849415e-7,EE-WIND_OFF,O_Vestavind2
01_SP_24,4.17366738422308e-10,EE-WIND_OFF_S1,O_Sorvest
01_SP_24,5.00967450537869e-10,EE-WIND_OFF_S2,O_Sorvest
01_SP_24,6.38330315299056e-10,EE-WIND_OFF_S3,O_Sorvest
01_SP_24,3.38389213601021e-10,EE-WIND_OFF_S4,O_Sorvest
01_SP_24,6.98836598415782e-10,EE-WIND_OFF_S5,O_Sorvest
01_SP_24,73.2470792141584,EE-WIND_OFF_S6,O_Sorvest
01_SP_24,1.07209363404945e-10,EE-WIND_OFF_S7,O_Sorvest
02_SU_01,3.31662527250376e-7,EE-WIND_OFF,O_Nordavind
02_SU_01,9.53627182868721e-8,EE-WIND_OFF,O_Nordvest
02_SU_01,3.17874468693082e-7,EE-WIND_OFF,O_Vestavind1
02_SU_01,1.73238318338245e-7,EE-WIND_OFF,O_Vestavind2
02_SU_01,3.28971376253444e-10,EE-WIND_OFF_S1,O_Sorvest
02_SU_01,3.94866041037671e-10,EE-WIND_OFF_S2,O_Sorvest
02_SU_01,5.03136409772421e-10,EE-WIND_OFF_S3,O_Sorvest
02_SU_01,2.66720739962297e-10,EE-WIND_OFF_S4,O_Sorvest
02_SU_01,5.50827884431212e-10,EE-WIND_OFF_S5,O_Sorvest
02_SU_01,57.7338590677181,EE-WIND_OFF_S6,O_Sorvest
02_SU_01,8.45031685081097e-11,EE-WIND_OFF_S7,O_Sorvest
02_SU_02,3.30224928330626e-7,EE-WIND_OFF,O_Nordavind
02_SU_02,9.46747519507293e-8,EE-WIND_OFF,O_Nordvest
02_SU_02,3.15476489706649e-7,EE-WIND_OFF,O_Vestavind1
02_SU_02,1.73215170513775e-7,EE-WIND_OFF,O_Vestavind2
02_SU_02,3.2687868302028e-10,EE-WIND_OFF_S1,O_Sorvest
02_SU_02,3.92354170547609e-10,EE-WIND_OFF_S2,O_Sorvest
02_SU_02,4.99935796478703e-10,EE-WIND_OFF_S3,O_Sorvest
02_SU_02,2.65024043143198e-10,EE-WIND_OFF_S4,O_Sorvest
02_SU_02,5.47323890255441e-10,EE-WIND_OFF_S5,O_Sorvest
02_SU_02,57.3665953331907,EE-WIND_OFF_S6,O_Sorvest
02_SU_02,8.39656165455899e-11,EE-WIND_OFF_S7,O_Sorvest
02_SU_03,3.29928952082443e-7,EE-WIND_OFF,O_Nordavind
02_SU_03,9.45424507322403e-8,EE-WIND_OFF,O_Nordvest
02_SU_03,3.13647522683099e-7,EE-WIND_OFF,O_Vestavind1
02_SU_03,1.73539240056363e-7,EE-WIND_OFF,O_Vestavind2
02_SU_03,3.24367451140482e-10,EE-WIND_OFF_S1,O_Sorvest
02_SU_03,3.89339925959536e-10,EE-WIND_OFF_S2,O_Sorvest
02_SU_03,4.96095060526242e-10,EE-WIND_OFF_S3,O_Sorvest
02_SU_03,2.6298800696028e-10,EE-WIND_OFF_S4,O_Sorvest
02_SU_03,5.43119097244515e-10,EE-WIND_OFF_S5,O_Sorvest
02_SU_03,56.9258788517577,EE-WIND_OFF_S6,O_Sorvest
02_SU_03,8.33205541905662e-11,EE-WIND_OFF_S7,O_Sorvest
02_SU_04,3.28998741016723e-7,EE-WIND_OFF,O_Nordavind
02_SU_04,9.43572290263557e-8,EE-WIND_OFF,O_Nordvest
02_SU_04,3.12021774217721e-7,EE-WIND_OFF,O_Vestavind1
02_SU_04,1.74303118263894e-7,EE-WIND_OFF,O_Vestavind2
02_SU_04,3.20726164914776e-10,EE-WIND_OFF_S1,O_Sorvest
02_SU_04,3.84969271306828e-10,EE-WIND_OFF_S2,O_Sorvest
02_SU_04,4.90525993395173e-10,EE-WIND_OFF_S3,O_Sorvest
02_SU_04,2.60035754495048e-10,EE-WIND_OFF_S4,O_Sorvest
02_SU_04,5.37022147378674e-10,EE-WIND_OFF_S5,O_Sorvest
02_SU_04,56.2868399536799,EE-WIND_OFF_S6,O_Sorvest
02_SU_04,8.23852137757818e-11,EE-WIND_OFF_S7,O_Sorvest
02_SU_05,3.28279941556848e-7,EE-WIND_OFF,O_Nordavind
02_SU_05,9.39867856145865e-8,EE-WIND_OFF,O_Nordvest
02_SU_05,3.10517956887246e-7,EE-WIND_OFF,O_Vestavind1
02_SU_05,1.74557744333071e-7,EE-WIND_OFF,O_Vestavind2
02_SU_05,3.18466056222959e-10,EE-WIND_OFF_S1,O_Sorvest
02_SU_05,3.82256451177562e-10,EE-WIND_OFF_S2,O_Sorvest
02_SU_05,4.87069331037958e-10,EE-WIND_OFF_S3,O_Sorvest
02_SU_05,2.58203321930422e-10,EE-WIND_OFF_S4,O_Sorvest
02_SU_05,5.33237833668841e-10,EE-WIND_OFF_S5,O_Sorvest
02_SU_05,55.8901951203902,EE-WIND_OFF_S6,O_Sorvest
02_SU_05,8.18046576562604e-11,EE-WIND_OFF_S7,O_Sorvest
02_SU_06,3.2819537691451e-7,EE-WIND_OFF,O_Nordavind
02_SU_06,9.36957229339107e-8,EE-WIND_OFF,O_Nordvest
02_SU_06,3.09908301212729e-7,EE-WIND_OFF,O_Vestavind1
02_SU_06,1.73747570476599e-7,EE-WIND_OFF,O_Vestavind2
02_SU_06,3.16875609365754e-10,EE-WIND_OFF_S1,O_Sorvest
02_SU_06,3.80347429605115e-10,EE-WIND_OFF_S2,O_Sorvest
02_SU_06,4.84636864934732e-10,EE-WIND_OFF_S3,O_Sorvest
02_SU_06,2.56913832347907e-10,EE-WIND_OFF_S4,O_Sorvest
02_SU_06,5.30574798095255e-10,EE-WIND_OFF_S5,O_Sorvest
02_SU_06,55.6110746821494,EE-WIND_OFF_S6,O_Sorvest
02_SU_06,8.13961181647454e-11,EE-WIND_OFF_S7,O_Sorvest
02_SU_07,3.27941682987495e-7,EE-WIND_OFF,O_Nordavind
02_SU_07,9.32723590347459e-8,EE-WIND_OFF,O_Nordvest
02_SU_07,3.09989588635998e-7,EE-WIND_OFF,O_Vestavind1
02_SU_07,1.72821657497774e-7,EE-WIND_OFF,O_Vestavind2
02_SU_07,3.16331509125131e-10,EE-WIND_OFF_S1,O_Sorvest
02_SU_07,3.79694343277699e-10,EE-WIND_OFF_S2,O_Sorvest
02_SU_07,4.83804705478366e-10,EE-WIND_OFF_S3,O_Sorvest
02_SU_07,2.56472691174941e-10,EE-WIND_OFF_S4,O_Sorvest
02_SU_07,5.29663759609554e-10,EE-WIND_OFF_S5,O_Sorvest
02_SU_07,55.5155861111722,EE-WIND_OFF_S6,O_Sorvest
02_SU_07,8.12563546544902e-11,EE-WIND_OFF_S7,O_Sorvest
02_SU_08,3.28153094593341e-7,EE-WIND_OFF,O_Nordavind
02_SU_08,9.3523731349875e-8,EE-WIND_OFF,O_Nordvest
02_SU_08,3.11127612561763e-7,EE-WIND_OFF,O_Vestavind1
02_SU_08,1.72821657497774e-7,EE-WIND_OFF,O_Vestavind2
02_SU_08,3.17503417335703e-10,EE-WIND_OFF_S1,O_Sorvest
02_SU_08,3.81100990752134e-10,EE-WIND_OFF_S2,O_Sorvest
02_SU_08,4.85597048922848e-10,EE-WIND_OFF_S3,O_Sorvest
02_SU_08,2.57422841393636e-10,EE-WIND_OFF_S4,O_Sorvest
02_SU_08,5.31625996347986e-10,EE-WIND_OFF_S5,O_Sorvest
02_SU_08,55.7212538025076,EE-WIND_OFF_S6,O_Sorvest
02_SU_08,8.15573837535013e-11,EE-WIND_OFF_S7,O_Sorvest
02_SU_09,3.28110812272172e-7,EE-WIND_OFF,O_Nordavind
02_SU_09,9.36163422028173e-8,EE-WIND_OFF,O_Nordvest
02_SU_09,3.12875292162044e-7,EE-WIND_OFF,O_Vestavind1
02_SU_09,1.73747570476599e-7,EE-WIND_OFF,O_Vestavind2
02_SU_09,3.19763526027521e-10,EE-WIND_OFF_S1,O_Sorvest
02_SU_09,3.838138108814e-10,EE-WIND_OFF_S2,O_Sorvest
02_SU_09,4.89053711280063e-10,EE-WIND_OFF_S3,O_Sorvest
